

Reading dataset
Dataset read complete...
n users: 75
n items: 3287
Model intialized
Beginning Training...
cuda
mse loss
Training on GPU: 1 devices
iteration: 7850 - loss: 0.49132
iteration: 7900 - loss: 0.56050
iteration: 7950 - loss: 0.53509
iteration: 8000 - loss: 0.56244
iteration: 8050 - loss: 0.50392
iteration: 8100 - loss: 0.51722
iteration: 8150 - loss: 0.53986
iteration: 8200 - loss: 0.55728
iteration: 8250 - loss: 0.56009
iteration: 8300 - loss: 0.47117
iteration: 8350 - loss: 0.53715
iteration: 8400 - loss: 0.52440
iteration: 8450 - loss: 0.57444
iteration: 8500 - loss: 0.56164
iteration: 8550 - loss: 0.50152
iteration: 8600 - loss: 0.56159
iteration: 8650 - loss: 0.52410
iteration: 8700 - loss: 0.56469
iteration: 8750 - loss: 0.49825
iteration: 8800 - loss: 0.47752
iteration: 8850 - loss: 0.56975
iteration: 8900 - loss: 0.54128
iteration: 8950 - loss: 0.56430
iteration: 9000 - loss: 0.49494
iteration: 9050 - loss: 0.50758
iteration: 9100 - loss: 0.54913
iteration: 9150 - loss: 0.53924
iteration: 9200 - loss: 0.55944
iteration: 9250 - loss: 0.49151
iteration: 9300 - loss: 0.54230
iteration: 9350 - loss: 0.57168
iteration: 9400 - loss: 0.49122
iteration: 9450 - loss: 0.51504
iteration: 9500 - loss: 0.52604
iteration: 9550 - loss: 0.49707
iteration: 9600 - loss: 0.54642
iteration: 9650 - loss: 0.53014
iteration: 9700 - loss: 0.54368
iteration: 9750 - loss: 0.50506
iteration: 9800 - loss: 0.50082
iteration: 9850 - loss: 0.55931
iteration: 9900 - loss: 0.50447
iteration: 9950 - loss: 0.54822
iteration: 10000 - loss: 0.50898
iteration: 10050 - loss: 0.49138
iteration: 10100 - loss: 0.54661
iteration: 10150 - loss: 0.52315
iteration: 10200 - loss: 0.55401
iteration: 10250 - loss: 0.50007
iteration: 10300 - loss: 0.50942
iteration: 10350 - loss: 0.50846
iteration: 10400 - loss: 0.51825
iteration: 10450 - loss: 0.52015
iteration: 10500 - loss: 0.56674
iteration: 10550 - loss: 0.48008
iteration: 10600 - loss: 0.50700
iteration: 10650 - loss: 0.51580
iteration: 10700 - loss: 0.53906
iteration: 10750 - loss: 0.56491
iteration: 10800 - loss: 0.45487
iteration: 10850 - loss: 0.55790
iteration: 10900 - loss: 0.58032
iteration: 10950 - loss: 0.51680
iteration: 11000 - loss: 0.50094
iteration: 11050 - loss: 0.51579
iteration: 11100 - loss: 0.52862
iteration: 11150 - loss: 0.56166
iteration: 11200 - loss: 0.49575
iteration: 11250 - loss: 0.51611
iteration: 11300 - loss: 0.47707
iteration: 11350 - loss: 0.53742
iteration: 11400 - loss: 0.54700
iteration: 11450 - loss: 0.51435
iteration: 11500 - loss: 0.52662
iteration: 11550 - loss: 0.52027
iteration: 11600 - loss: 0.52701
iteration: 11650 - loss: 0.56662
iteration: 11700 - loss: 0.46656
iteration: 11750 - loss: 0.52898
iteration: 11800 - loss: 0.57257
iteration: 11850 - loss: 0.47520
iteration: 11900 - loss: 0.49795
iteration: 11950 - loss: 0.53502
iteration: 12000 - loss: 0.51533
iteration: 12050 - loss: 0.54154
iteration: 12100 - loss: 0.52891
iteration: 12150 - loss: 0.55217
iteration: 12200 - loss: 0.46888
iteration: 12250 - loss: 0.50832
iteration: 12300 - loss: 0.50413
iteration: 12350 - loss: 0.51000
iteration: 12400 - loss: 0.50306
iteration: 12450 - loss: 0.53925
iteration: 12500 - loss: 0.55022
iteration: 12550 - loss: 0.47979
iteration: 12600 - loss: 0.51849
iteration: 12650 - loss: 0.53789
iteration: 12700 - loss: 0.54524
iteration: 12750 - loss: 0.51713
iteration: 12800 - loss: 0.53678
iteration: 12850 - loss: 0.54686
iteration: 12900 - loss: 0.48122
iteration: 12950 - loss: 0.49596
iteration: 13000 - loss: 0.53296
iteration: 13050 - loss: 0.49079
iteration: 13100 - loss: 0.48229
iteration: 13150 - loss: 0.50189
iteration: 13200 - loss: 0.57438
iteration: 13250 - loss: 0.54954
iteration: 13300 - loss: 0.49627
iteration: 13350 - loss: 0.54920
iteration: 13400 - loss: 0.50825
iteration: 13450 - loss: 0.51080
iteration: 13500 - loss: 0.52977
iteration: 13550 - loss: 0.51734
iteration: 13600 - loss: 0.51393
iteration: 13650 - loss: 0.52307
iteration: 13700 - loss: 0.52021
iteration: 13750 - loss: 0.53137
iteration: 13800 - loss: 0.51840
iteration: 13850 - loss: 0.48389
iteration: 13900 - loss: 0.58305
iteration: 13950 - loss: 0.49471
iteration: 14000 - loss: 0.50904
iteration: 14050 - loss: 0.53086
iteration: 14100 - loss: 0.49898
iteration: 14150 - loss: 0.52173
iteration: 14200 - loss: 0.53109
iteration: 14250 - loss: 0.51330
iteration: 14300 - loss: 0.52907
iteration: 14350 - loss: 0.49822
iteration: 14400 - loss: 0.49216
iteration: 14450 - loss: 0.52949
iteration: 14500 - loss: 0.55049
iteration: 14550 - loss: 0.53467
iteration: 14600 - loss: 0.48711
iteration: 14650 - loss: 0.51535
iteration: 14700 - loss: 0.51797
iteration: 14750 - loss: 0.53858
iteration: 14800 - loss: 0.54076
iteration: 14850 - loss: 0.52496
iteration: 14900 - loss: 0.53694
iteration: 14950 - loss: 0.50778
iteration: 15000 - loss: 0.49099
iteration: 15050 - loss: 0.49871
iteration: 15100 - loss: 0.49365
iteration: 15150 - loss: 0.52962
iteration: 15200 - loss: 0.49798
iteration: 15250 - loss: 0.56497
iteration: 15300 - loss: 0.53622
iteration: 15350 - loss: 0.50339
iteration: 15400 - loss: 0.52506
iteration: 15450 - loss: 0.51761
iteration: 15500 - loss: 0.51669
iteration: 15550 - loss: 0.52847
iteration: 15600 - loss: 0.50689
iteration: 15650 - loss: 0.49259
iteration: 15700 - loss: 0.52968
iteration: 15750 - loss: 0.53237
iteration: 15800 - loss: 0.50293
iteration: 15850 - loss: 0.51837
iteration: 15900 - loss: 0.53215
iteration: 15950 - loss: 0.53172
iteration: 16000 - loss: 0.50285
iteration: 16050 - loss: 0.47577
iteration: 16100 - loss: 0.52317
iteration: 16150 - loss: 0.52175
iteration: 16200 - loss: 0.55352
iteration: 16250 - loss: 0.53040
iteration: 16300 - loss: 0.53721
iteration: 16350 - loss: 0.52823
iteration: 16400 - loss: 0.52892
iteration: 16450 - loss: 0.50545
iteration: 16500 - loss: 0.48763
iteration: 16550 - loss: 0.51582
iteration: 16600 - loss: 0.52402
iteration: 16650 - loss: 0.51035
iteration: 16700 - loss: 0.52614
iteration: 16750 - loss: 0.51486
iteration: 16800 - loss: 0.56046
iteration: 16850 - loss: 0.51048
iteration: 16900 - loss: 0.47906
iteration: 16950 - loss: 0.51226
iteration: 17000 - loss: 0.53778
iteration: 17050 - loss: 0.51560
iteration: 17100 - loss: 0.50279
iteration: 17150 - loss: 0.53047
iteration: 17200 - loss: 0.53013
iteration: 17250 - loss: 0.51235
iteration: 17300 - loss: 0.55333
iteration: 17350 - loss: 0.53387
iteration: 17400 - loss: 0.50759
iteration: 17450 - loss: 0.48511
iteration: 17500 - loss: 0.51598
iteration: 17550 - loss: 0.54521
iteration: 17600 - loss: 0.51401
iteration: 17650 - loss: 0.53828
iteration: 17700 - loss: 0.49655
iteration: 17750 - loss: 0.49706
iteration: 17800 - loss: 0.48868
iteration: 17850 - loss: 0.58025
iteration: 17900 - loss: 0.50606
iteration: 17950 - loss: 0.47602
iteration: 18000 - loss: 0.55632
iteration: 18050 - loss: 0.51324
iteration: 18100 - loss: 0.53763
iteration: 18150 - loss: 0.53532
iteration: 18200 - loss: 0.46917
iteration: 18250 - loss: 0.53174
iteration: 18300 - loss: 0.49992
iteration: 18350 - loss: 0.48917
iteration: 18400 - loss: 0.49994
iteration: 18450 - loss: 0.55698
iteration: 18500 - loss: 0.54657
iteration: 18550 - loss: 0.47619
iteration: 18600 - loss: 0.51458
iteration: 18650 - loss: 0.53462
iteration: 18700 - loss: 0.53527
iteration: 18750 - loss: 0.52855
iteration: 18800 - loss: 0.47388
iteration: 18850 - loss: 0.46975
iteration: 18900 - loss: 0.56113
iteration: 18950 - loss: 0.53824
iteration: 19000 - loss: 0.54701
iteration: 19050 - loss: 0.52844
iteration: 19100 - loss: 0.48464
iteration: 19150 - loss: 0.53157
iteration: 19200 - loss: 0.51057
iteration: 19250 - loss: 0.54353
iteration: 19300 - loss: 0.50328
iteration: 19350 - loss: 0.49107
iteration: 19400 - loss: 0.54692
iteration: 19450 - loss: 0.52566
iteration: 19500 - loss: 0.52070
iteration: 19550 - loss: 0.51352
iteration: 19600 - loss: 0.51212
iteration: 19650 - loss: 0.53878
iteration: 19700 - loss: 0.51100
iteration: 19750 - loss: 0.51545
iteration: 19800 - loss: 0.50664
iteration: 19850 - loss: 0.54796
iteration: 19900 - loss: 0.50313
iteration: 19950 - loss: 0.50049
iteration: 20000 - loss: 0.53895
iteration: 20050 - loss: 0.53336
iteration: 20100 - loss: 0.51023
iteration: 20150 - loss: 0.51323
iteration: 20200 - loss: 0.53730
iteration: 20250 - loss: 0.50444
iteration: 20300 - loss: 0.53027
iteration: 20350 - loss: 0.52625
iteration: 20400 - loss: 0.55480
iteration: 20450 - loss: 0.48808
iteration: 20500 - loss: 0.48346
iteration: 20550 - loss: 0.46941
iteration: 20600 - loss: 0.52622
iteration: 20650 - loss: 0.53233
iteration: 20700 - loss: 0.57140
iteration: 20750 - loss: 0.49648
iteration: 20800 - loss: 0.51787
iteration: 20850 - loss: 0.47669
iteration: 20900 - loss: 0.53481
iteration: 20950 - loss: 0.54884
iteration: 21000 - loss: 0.51318
iteration: 21050 - loss: 0.48678
iteration: 21100 - loss: 0.54205
iteration: 21150 - loss: 0.54663
iteration: 21200 - loss: 0.50068
iteration: 21250 - loss: 0.51692
iteration: 21300 - loss: 0.46453
iteration: 21350 - loss: 0.54527
iteration: 21400 - loss: 0.52027
iteration: 21450 - loss: 0.50724
iteration: 21500 - loss: 0.55485
iteration: 21550 - loss: 0.53835
iteration: 21600 - loss: 0.48359
iteration: 21650 - loss: 0.56367
iteration: 21700 - loss: 0.49391
iteration: 21750 - loss: 0.51426
iteration: 21800 - loss: 0.51107
iteration: 21850 - loss: 0.53699
iteration: 21900 - loss: 0.50113
iteration: 21950 - loss: 0.51162
iteration: 22000 - loss: 0.53092
iteration: 22050 - loss: 0.54060
iteration: 22100 - loss: 0.50105
iteration: 22150 - loss: 0.52219
iteration: 22200 - loss: 0.51136
iteration: 22250 - loss: 0.51181
iteration: 22300 - loss: 0.49981
iteration: 22350 - loss: 0.50465
iteration: 22400 - loss: 0.53060
iteration: 22450 - loss: 0.53760
iteration: 22500 - loss: 0.52870
iteration: 22550 - loss: 0.49063
iteration: 22600 - loss: 0.50477
iteration: 22650 - loss: 0.52608
iteration: 22700 - loss: 0.51980
iteration: 22750 - loss: 0.54891
iteration: 22800 - loss: 0.49664
iteration: 22850 - loss: 0.49250
iteration: 22900 - loss: 0.53995
iteration: 22950 - loss: 0.51937
iteration: 23000 - loss: 0.53826
iteration: 23050 - loss: 0.51508
iteration: 23100 - loss: 0.49360
iteration: 23150 - loss: 0.49900
iteration: 23200 - loss: 0.53969
iteration: 23250 - loss: 0.55159
iteration: 23300 - loss: 0.50484
iteration: 23350 - loss: 0.53389
iteration: 23400 - loss: 0.47906
iteration: 23450 - loss: 0.53550
iteration: 23500 - loss: 0.53806
iteration: 23550 - loss: 0.46528
iteration: 23600 - loss: 0.52029
iteration: 23650 - loss: 0.53594
iteration: 23700 - loss: 0.52691
iteration: 23750 - loss: 0.54009
iteration: 23800 - loss: 0.53365
iteration: 23850 - loss: 0.53651
iteration: 23900 - loss: 0.48230
iteration: 23950 - loss: 0.54406
iteration: 24000 - loss: 0.49292
iteration: 24050 - loss: 0.51633
iteration: 24100 - loss: 0.52988
iteration: 24150 - loss: 0.50039
iteration: 24200 - loss: 0.51593
iteration: 24250 - loss: 0.53048
iteration: 24300 - loss: 0.50089
iteration: 24350 - loss: 0.49946
iteration: 24400 - loss: 0.57277
iteration: 24450 - loss: 0.50989
iteration: 24500 - loss: 0.51947
iteration: 24550 - loss: 0.49105
iteration: 24600 - loss: 0.51922
iteration: 24650 - loss: 0.56177
iteration: 24700 - loss: 0.48400
iteration: 24750 - loss: 0.53661
iteration: 24800 - loss: 0.50717
iteration: 24850 - loss: 0.49845
iteration: 24900 - loss: 0.50076
iteration: 24950 - loss: 0.54966
rmse: 1.0372
dcg: 10.3878
Reading dataset
Dataset read complete...
n users: 75
n items: 3287
Model intialized
Beginning Training...
cuda
mse loss
Training on GPU: 1 devices
iteration: 0 - loss: 14.91833
iteration: 50 - loss: 13.69075
iteration: 100 - loss: 13.64501
iteration: 150 - loss: 13.80121
iteration: 200 - loss: 13.53164
iteration: 250 - loss: 13.38863
iteration: 300 - loss: 12.87912
iteration: 350 - loss: 12.61191
iteration: 400 - loss: 11.28320
iteration: 450 - loss: 9.98486
iteration: 500 - loss: 8.15895
iteration: 550 - loss: 6.02905
iteration: 600 - loss: 4.00757
iteration: 650 - loss: 2.57980
iteration: 700 - loss: 1.53010
iteration: 750 - loss: 1.08836
iteration: 800 - loss: 0.97053
iteration: 850 - loss: 0.91773
iteration: 900 - loss: 0.89304
iteration: 950 - loss: 0.91556
iteration: 1000 - loss: 0.91982
iteration: 1050 - loss: 0.89929
iteration: 1100 - loss: 0.81720
iteration: 1150 - loss: 0.89931
iteration: 1200 - loss: 0.86380
iteration: 1250 - loss: 0.91332
iteration: 1300 - loss: 0.86747
iteration: 1350 - loss: 0.82215
iteration: 1400 - loss: 0.84124
iteration: 1450 - loss: 0.84947
iteration: 1500 - loss: 0.85692
iteration: 1550 - loss: 0.81925
iteration: 1600 - loss: 0.78845
iteration: 1650 - loss: 0.84247
iteration: 1700 - loss: 0.77310
iteration: 1750 - loss: 0.83943
iteration: 1800 - loss: 0.80247
iteration: 1850 - loss: 0.78927
iteration: 1900 - loss: 0.77442
iteration: 1950 - loss: 0.75433
iteration: 2000 - loss: 0.81879
iteration: 2050 - loss: 0.77502
iteration: 2100 - loss: 0.78854
iteration: 2150 - loss: 0.76771
iteration: 2200 - loss: 0.79500
iteration: 2250 - loss: 0.70470
iteration: 2300 - loss: 0.71977
iteration: 2350 - loss: 0.75675
iteration: 2400 - loss: 0.75919
iteration: 2450 - loss: 0.73872
iteration: 2500 - loss: 0.72997
iteration: 2550 - loss: 0.71752
iteration: 2600 - loss: 0.76060
iteration: 2650 - loss: 0.69190
iteration: 2700 - loss: 0.70849
iteration: 2750 - loss: 0.73532
iteration: 2800 - loss: 0.67166
iteration: 2850 - loss: 0.72575
iteration: 2900 - loss: 0.74961
iteration: 2950 - loss: 0.67093
iteration: 3000 - loss: 0.68550
iteration: 3050 - loss: 0.72464
iteration: 3100 - loss: 0.63603
iteration: 3150 - loss: 0.65557
iteration: 3200 - loss: 0.70056
iteration: 3250 - loss: 0.70715
iteration: 3300 - loss: 0.65940
iteration: 3350 - loss: 0.65948
iteration: 3400 - loss: 0.67395
iteration: 3450 - loss: 0.64139
iteration: 3500 - loss: 0.70941
iteration: 3550 - loss: 0.66328
iteration: 3600 - loss: 0.65537
iteration: 3650 - loss: 0.64432
iteration: 3700 - loss: 0.64301
iteration: 3750 - loss: 0.65055
iteration: 3800 - loss: 0.66031
iteration: 3850 - loss: 0.63112
iteration: 3900 - loss: 0.64209
iteration: 3950 - loss: 0.63668
iteration: 4000 - loss: 0.63102
iteration: 4050 - loss: 0.63668
iteration: 4100 - loss: 0.61367
iteration: 4150 - loss: 0.61218
iteration: 4200 - loss: 0.63712
iteration: 4250 - loss: 0.62123
iteration: 4300 - loss: 0.65027
iteration: 4350 - loss: 0.58880
iteration: 4400 - loss: 0.58930
iteration: 4450 - loss: 0.59569
iteration: 4500 - loss: 0.63393
iteration: 4550 - loss: 0.58503
iteration: 4600 - loss: 0.60067
iteration: 4650 - loss: 0.59950
iteration: 4700 - loss: 0.60081
iteration: 4750 - loss: 0.62129
iteration: 4800 - loss: 0.57633
iteration: 4850 - loss: 0.60097
iteration: 4900 - loss: 0.64288
iteration: 4950 - loss: 0.59437
iteration: 5000 - loss: 0.54897
iteration: 5050 - loss: 0.62146
iteration: 5100 - loss: 0.57477
iteration: 5150 - loss: 0.54869
iteration: 5200 - loss: 0.57980
iteration: 5250 - loss: 0.58626
iteration: 5300 - loss: 0.56695
iteration: 5350 - loss: 0.56996
iteration: 5400 - loss: 0.56865
iteration: 5450 - loss: 0.58852
iteration: 5500 - loss: 0.58086
iteration: 5550 - loss: 0.52623
iteration: 5600 - loss: 0.55763
iteration: 5650 - loss: 0.60077
iteration: 5700 - loss: 0.55928
iteration: 5750 - loss: 0.59655
iteration: 5800 - loss: 0.54752
iteration: 5850 - loss: 0.56726
iteration: 5900 - loss: 0.54250
iteration: 5950 - loss: 0.54962
iteration: 6000 - loss: 0.60757
iteration: 6050 - loss: 0.54102
iteration: 6100 - loss: 0.52702
iteration: 6150 - loss: 0.59412
iteration: 6200 - loss: 0.53754
iteration: 6250 - loss: 0.57727
iteration: 6300 - loss: 0.56887
iteration: 6350 - loss: 0.57061
iteration: 6400 - loss: 0.57187
iteration: 6450 - loss: 0.51585
iteration: 6500 - loss: 0.53280
iteration: 6550 - loss: 0.49626
iteration: 6600 - loss: 0.56965
iteration: 6650 - loss: 0.56871
iteration: 6700 - loss: 0.53483
iteration: 6750 - loss: 0.57556
iteration: 6800 - loss: 0.54860
iteration: 6850 - loss: 0.56680
iteration: 6900 - loss: 0.50020
iteration: 6950 - loss: 0.58733
iteration: 7000 - loss: 0.50985
iteration: 7050 - loss: 0.52643
iteration: 7100 - loss: 0.55830
iteration: 7150 - loss: 0.52757
iteration: 7200 - loss: 0.55158
iteration: 7250 - loss: 0.54779
iteration: 7300 - loss: 0.52933
iteration: 7350 - loss: 0.56187
iteration: 7400 - loss: 0.52624
iteration: 7450 - loss: 0.51582
iteration: 7500 - loss: 0.54653
iteration: 7550 - loss: 0.50351
iteration: 7600 - loss: 0.52507
iteration: 7650 - loss: 0.54014
iteration: 7700 - loss: 0.59557
iteration: 7750 - loss: 0.51755
iteration: 7800 - loss: 0.50163
iteration: 7850 - loss: 0.59171
iteration: 7900 - loss: 0.50872
iteration: 7950 - loss: 0.51415
iteration: 8000 - loss: 0.55290
iteration: 8050 - loss: 0.50034
iteration: 8100 - loss: 0.54094
iteration: 8150 - loss: 0.50173
iteration: 8200 - loss: 0.54741
iteration: 8250 - loss: 0.56951
iteration: 8300 - loss: 0.54260
iteration: 8350 - loss: 0.53422
iteration: 8400 - loss: 0.52867
iteration: 8450 - loss: 0.54743
iteration: 8500 - loss: 0.49742
iteration: 8550 - loss: 0.49669
iteration: 8600 - loss: 0.54568
iteration: 8650 - loss: 0.53489
iteration: 8700 - loss: 0.53070
iteration: 8750 - loss: 0.53467
iteration: 8800 - loss: 0.51673
iteration: 8850 - loss: 0.52867
iteration: 8900 - loss: 0.52844
iteration: 8950 - loss: 0.54326
iteration: 9000 - loss: 0.52054
iteration: 9050 - loss: 0.53860
iteration: 9100 - loss: 0.51664
iteration: 9150 - loss: 0.51085
iteration: 9200 - loss: 0.53447
iteration: 9250 - loss: 0.53319
iteration: 9300 - loss: 0.54905
iteration: 9350 - loss: 0.54670
iteration: 9400 - loss: 0.53602
iteration: 9450 - loss: 0.48358
iteration: 9500 - loss: 0.51613
iteration: 9550 - loss: 0.53113
iteration: 9600 - loss: 0.50518
iteration: 9650 - loss: 0.51010
iteration: 9700 - loss: 0.54151
iteration: 9750 - loss: 0.53563
iteration: 9800 - loss: 0.44508
iteration: 9850 - loss: 0.50364
iteration: 9900 - loss: 0.55606
iteration: 9950 - loss: 0.53545
iteration: 10000 - loss: 0.57873
iteration: 10050 - loss: 0.53663
iteration: 10100 - loss: 0.49537
iteration: 10150 - loss: 0.51224
iteration: 10200 - loss: 0.52717
iteration: 10250 - loss: 0.53559
iteration: 10300 - loss: 0.49117
iteration: 10350 - loss: 0.54468
iteration: 10400 - loss: 0.55924
iteration: 10450 - loss: 0.48481
iteration: 10500 - loss: 0.53299
iteration: 10550 - loss: 0.54064
iteration: 10600 - loss: 0.51266
iteration: 10650 - loss: 0.55032
iteration: 10700 - loss: 0.49636
iteration: 10750 - loss: 0.51421
iteration: 10800 - loss: 0.53187
iteration: 10850 - loss: 0.49860
iteration: 10900 - loss: 0.56237
iteration: 10950 - loss: 0.49128
iteration: 11000 - loss: 0.52725
iteration: 11050 - loss: 0.49805
iteration: 11100 - loss: 0.49698
iteration: 11150 - loss: 0.53753
iteration: 11200 - loss: 0.54187
iteration: 11250 - loss: 0.52902
iteration: 11300 - loss: 0.53242
iteration: 11350 - loss: 0.47971
iteration: 11400 - loss: 0.54087
iteration: 11450 - loss: 0.53031
iteration: 11500 - loss: 0.53024
iteration: 11550 - loss: 0.50421
iteration: 11600 - loss: 0.48486
iteration: 11650 - loss: 0.58379
iteration: 11700 - loss: 0.53728
iteration: 11750 - loss: 0.48234
iteration: 11800 - loss: 0.50503
iteration: 11850 - loss: 0.49111
iteration: 11900 - loss: 0.55455
iteration: 11950 - loss: 0.51652
iteration: 12000 - loss: 0.54070
iteration: 12050 - loss: 0.52275
iteration: 12100 - loss: 0.51647
iteration: 12150 - loss: 0.53367
iteration: 12200 - loss: 0.47754
iteration: 12250 - loss: 0.54630
iteration: 12300 - loss: 0.49611
iteration: 12350 - loss: 0.51100
iteration: 12400 - loss: 0.52493
iteration: 12450 - loss: 0.53849
iteration: 12500 - loss: 0.54663
iteration: 12550 - loss: 0.50058
iteration: 12600 - loss: 0.54354
iteration: 12650 - loss: 0.49200
iteration: 12700 - loss: 0.52680
iteration: 12750 - loss: 0.52774
iteration: 12800 - loss: 0.52016
iteration: 12850 - loss: 0.52741
iteration: 12900 - loss: 0.50965
iteration: 12950 - loss: 0.51614
iteration: 13000 - loss: 0.53596
iteration: 13050 - loss: 0.52663
iteration: 13100 - loss: 0.53761
iteration: 13150 - loss: 0.50411
iteration: 13200 - loss: 0.51466
iteration: 13250 - loss: 0.51120
iteration: 13300 - loss: 0.52162
